smiles,source_id,molecule_chembl_id,MolWt,LogP,HBD,HBA,TPSA,NumRotatableBonds,NumAromaticRings,HeavyAtomCount,FractionCSP3,QED,standard_value,pIC50,activity_class,activity_label,confidence_score,pchembl_value,assay_chembl_id,predicted_pIC50,potency_score,conf_score,qed_score,composite_score,rank
C[C@]1(O)CC[C@H](CNc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCC5(CC4)CC(N4CCC[C@H]4c4ccccc4C4CC4)C5)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,,CHEMBL5854463,888.104,9.198700000000002,4,11,183.03,13,5,64,0.4693877551020408,0.0653333006450339,0.476,9.3224,1,active,0.8,10.66,CHEMBL5738376,9.330685989680322,0.8881295704010721,0.8,0.06533330064503391,0.7468037773826395,55
COCc1ccccc1C1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,,CHEMBL5739744,864.0379999999996,7.953100000000009,3,12,181.26,14,5,62,0.4347826086956521,0.0725330632505048,0.24,9.6198,1,active,0.8,9.62,CHEMBL5738376,9.217228608941612,0.8625298806129341,0.8,0.07253306325050483,0.7451493695177807,56
O=C(NS(=O)(=O)c1ccc(NCCN2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCC[C@H]2c2ccccc2C2CC2)C3)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL6023708,875.0649999999998,7.589700000000009,3,12,175.27,14,5,63,0.4468085106382978,0.0737925559963806,0.15,9.8239,1,active,0.8,9.82,CHEMBL5738376,9.153099004271292,0.8480601477924937,0.8,0.0737925559963806,0.7450111706828424,57
CN(C)CCCc1ccccc1C1CCCN1c1ccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)cc1,,CHEMBL5877756,858.0339999999998,8.723300000000005,3,11,172.03,16,6,62,0.3191489361702128,0.0628048715105789,0.14,9.8539,1,active,0.8,9.85,CHEMBL5738376,9.155674465404047,0.8486412559198863,0.8,0.0628048715105789,0.7446689190109637,58
CCNC[C@@H]1COCCN1CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC([C@@H](O)c4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1S(=O)(=O)C(F)(F)F,,CHEMBL4111781,1014.655,8.642400000000006,4,12,157.38,19,5,68,0.3673469387755102,0.0585286479320874,0.3,9.5229,1,active,0.8,9.52,CHEMBL3887911,9.255277929234646,0.8711150496853137,0.8,0.058528647932087466,0.7440617211487432,59
CNCCC(=O)N1CCC(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)CC1,,CHEMBL5741823,941.1239999999996,8.544600000000006,4,12,201.13,16,6,68,0.3529411764705882,0.05332062042794,0.3,9.5229,1,active,0.8,9.52,CHEMBL5738376,9.25052093273227,0.8700417159454441,0.8,0.053320620427940044,0.7427438501531863,60
C[C@]1(O)CC[C@H](CNc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCC5(CC4)CC(N4CCC[C@@H]4c4ccccc4C4CC4)C5)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,,CHEMBL5792023,888.104,9.198700000000002,4,11,183.03,13,5,64,0.4693877551020408,0.0653333006450339,0.63,9.2007,1,active,0.8,9.2,CHEMBL5738376,9.330685989680322,0.8881295704010721,0.8,0.06533330064503391,0.7426848533070106,61
O=C(NS(=O)(=O)c1ccc(NCCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCC[C@H]2c2ccccc2C2CC2)C3)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5836404,874.0769999999999,9.074200000000005,3,11,172.03,14,5,63,0.4583333333333333,0.071811152591479,0.13,9.8861,1,active,0.8,9.89,CHEMBL5738376,9.11553922450216,0.8395854350471419,0.8,0.071811152591479,0.7425817564494238,62
C[C@]1(O)CC[C@H](CNc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCC5(CC(N6CCC[C@H]6c6ccccc6C6CC6)C5)C4)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,,CHEMBL5762885,874.0769999999999,8.808600000000004,4,11,183.03,13,5,63,0.4583333333333333,0.0655309685074559,0.74,9.1308,1,active,0.8,9.13,CHEMBL5738376,9.339746523191813,0.89017392261244,0.8,0.06553096850745592,0.7413709212281593,63
C[C@]1(O)CC[C@H](CNc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCC5(CC4)CC(N4CCC[C@H]4c4ccccc4)C5)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,,CHEMBL5950945,848.0390000000002,8.321300000000008,4,11,183.03,12,5,61,0.4347826086956521,0.0699828260518987,0.21,9.6778,1,active,0.8,9.68,CHEMBL5738376,9.15175765204574,0.847757494931594,0.8,0.06998282605189875,0.739343645176091,64
CN(C)C1CC(c2ccccc2C2CC2)N(C2CC3(CCN(c4ccc(C(=O)NS(=O)(=O)c5ccc(NCC6CCOCC6)c([N+](=O)[O-])c5)c(Oc5cnc6[nH]ccc6c5)c4)CC3)C2)C1,,CHEMBL5934720,903.1189999999996,8.224200000000009,3,12,175.27,14,5,65,0.4693877551020408,0.0720703357825243,0.679,9.1681,1,active,0.8,10.24,CHEMBL5738376,9.285836186706067,0.8780099903814682,0.8,0.07207033578252435,0.7375322748959711,65
O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOC[C@H]2CO)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC([C@@H](O)c3ccccc3-c3ccc(Cl)cc3)CC2)cc1,,CHEMBL3703620,987.585,8.02520000000001,4,12,165.57999999999998,17,5,66,0.3404255319148936,0.0664623965573793,0.4,9.3979,1,active,0.8,9.4,CHEMBL3707482,9.221342744394484,0.8634581639088658,0.8,0.06646239655737932,0.7371927283155818,66
O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOC[C@@H]2CO)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC([C@@H](O)c3ccccc3-c3ccc(Cl)cc3)CC2)cc1,,CHEMBL3703621,987.585,8.02520000000001,4,12,165.57999999999998,17,5,66,0.3404255319148936,0.0664623965573793,0.4,9.3979,1,active,0.8,9.4,CHEMBL3707482,9.221342744394484,0.8634581639088658,0.8,0.06646239655737932,0.7371927283155818,67
CC(C)c1ccccc1[C@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@@](C)(O)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,,CHEMBL5868656,890.1199999999994,9.4447,4,11,183.03,13,5,64,0.4693877551020408,0.065270787628544,2.1,8.6778,1,active,0.8,8.68,CHEMBL5738376,9.433586950199802,0.9113473870917876,0.8,0.06527078762854406,0.736586887582834,68
C[C@]1(O)CC[C@H](CNc2ccc(S(=O)(=O)NC(=O)c3ccc(C4=CCC5(CC4)CC(N4CCC[C@H]4c4ccccc4C4CC4)C5)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,,CHEMBL5757676,885.1,10.165799999999996,4,10,179.79,13,5,64,0.44,0.0656626291367504,0.45,9.3468,1,active,0.8,9.35,CHEMBL5738376,9.22045572614275,0.8632580236277052,0.8,0.06566262913675046,0.7352432187787138,69
CCN(CC)CC1CN(CC[C@H](CSc2ccccc2)Nc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCC([C@@H](O)c5ccccc5-c5ccc(Cl)cc5)CC4)cc3)cc2S(=O)(=O)C(F)(F)F)CCO1,,CHEMBL3703622,1042.709,9.3747,3,12,148.58999999999995,20,5,70,0.392156862745098,0.063842815559327,0.4,9.3979,1,active,0.8,9.4,CHEMBL3707482,9.19724849958541,0.8580217155370119,0.8,0.06384281555932704,0.7340815669799471,70
CN1CC=C(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)CC1,,CHEMBL6048606,868.0289999999997,8.948000000000004,3,11,172.03,13,6,63,0.2916666666666667,0.074764402217515,0.28,9.5528,1,active,0.8,9.55,CHEMBL5738376,9.120165368449888,0.8406292441779895,0.8,0.07476440221751503,0.7322661439853998,71
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CC3(CC(N4CCC[C@@H]4c4ccccc4C4CC4)C3)C2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL6017239,831.9959999999999,7.903900000000009,3,11,172.03,13,5,60,0.4222222222222222,0.0778125978484487,1.4,8.8539,1,active,0.8,8.85,CHEMBL5738376,9.315441610692641,0.8846899407308245,0.8,0.07781259784844878,0.7310995224572627,72
CC(C)c1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4cc5c(c([N+](=O)[O-])c4)NC(C4CCOCC4)CO5)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,,CHEMBL5568435,890.0759999999995,8.691100000000004,3,12,181.26,11,5,64,0.4583333333333333,0.084941893061683,0.862,9.0645,1,active,0.8,10.62,CHEMBL5510211,9.214784384466096,0.8619783837606502,0.8,0.08494189306168301,0.7279408737539754,73
CC1(C)CC(c2ccccc2C2CC2)N(C2CC3(CCN(c4ccc(C(=O)NS(=O)(=O)c5ccc(NCC6CCOCC6)c([N+](=O)[O-])c5)c(Oc5cnc6[nH]ccc6c5)c4)CC3)C2)C1,,CHEMBL5862801,888.1039999999994,9.3202,3,11,172.03,13,5,64,0.4693877551020408,0.0760115143133496,0.82,9.0862,1,active,0.8,9.09,CHEMBL5738376,9.216781921027298,0.862429093233884,0.8,0.0760115143133496,0.7275611059629861,74
CS(C)(=O)=NC1CCC(CNc2ccc(S(=O)(=O)NC(=O)c3ccc(-c4ccc(N5CCC[C@H]5c5ccccc5C5CC5)cc4)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,,CHEMBL5910162,902.112,9.9663,3,11,188.99,14,6,64,0.3333333333333333,0.0700959618619782,0.24,9.6198,1,active,0.8,9.62,CHEMBL5738376,9.047020937430338,0.824125472174451,0.8,0.0700959618619782,0.72558160009026,75
C[C@]1(O)CC[C@H](CNc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCC5(CC[C@@H](N6CCC[C@H]6c6ccccc6C6CC6)C5)C4)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,,CHEMBL5857353,888.1039999999999,9.198700000000002,4,11,183.03,13,5,64,0.4693877551020408,0.0653333006450339,1.15,8.9393,1,active,0.8,9.0,CHEMBL5738376,9.233987079507159,0.8663111387823753,0.8,0.06533330064503391,0.7229285811840271,76
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC[C@@H](N4CCC[C@H]4c4ccccc4C4CC4)C3)CC2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5854815,874.0769999999997,9.074200000000005,3,11,172.03,13,5,63,0.4583333333333333,0.0761402594186306,0.21,9.6778,1,active,0.8,9.68,CHEMBL5738376,8.994192508145735,0.8122056535352835,0.8,0.07614025941863069,0.7224913394829454,77
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CC4(CC4)CC2c2ccccc2C2CC2)C3)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL6057391,886.0879999999997,9.074200000000005,3,11,172.03,13,5,64,0.4693877551020408,0.076100276857134,0.56,9.2518,1,active,0.8,9.25,CHEMBL5738376,9.116551788723486,0.8398139025984617,0.8,0.07610027685713401,0.7218715401207136,78
CC1=CC[C@@H](CNc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCC5(CC4)CC(N4CCC[C@H]4c4ccccc4C(C)C)C5)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,,CHEMBL5928422,872.105,10.249899999999997,3,10,162.8,13,5,63,0.4285714285714285,0.0589620178178582,0.57,9.2441,1,active,0.8,9.24,CHEMBL5738376,9.134118998197357,0.8437776386731558,0.8,0.05896201781785821,0.7210220635882636,79
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCCC2c2ccccc2N2CCCC2)C3)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5875749,889.0919999999996,8.406900000000007,3,12,175.27,13,5,64,0.4583333333333333,0.0761898051951798,0.32,9.4949,1,active,0.8,9.49,CHEMBL5738376,9.030630375487293,0.8204272262034682,0.8,0.07618980519517987,0.7204193258558086,80
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCC[C@H]2c2ccccc2Br)C3)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5562355,898.881,8.569200000000007,3,11,172.03,12,5,60,0.4090909090909091,0.0809471449400945,0.43,9.3665,1,active,0.8,9.8,CHEMBL5510211,9.045679617056829,0.8238228265004122,0.8,0.08094714494009458,0.718485042074393,81
O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCO[C@@H](CO)C2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC([C@@H](O)c3ccccc3-c3ccc(Cl)cc3)CC2)cc1,,CHEMBL3703618,987.585,8.02520000000001,4,12,165.57999999999998,17,5,66,0.3404255319148936,0.0664623965573793,0.6,9.2218,1,active,0.8,9.22,CHEMBL3707482,9.07245513508213,0.8298642576607435,0.8,0.06646239655737932,0.7144356886695958,82
CN1CCN(c2ccccc2C2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)CC1,,CHEMBL5811460,871.0329999999997,7.980900000000008,3,12,175.27,13,6,63,0.3191489361702128,0.075528447792764,0.88,9.0555,1,active,0.8,9.06,CHEMBL5738376,9.101712484966693,0.8364656711271157,0.8,0.07552844779276405,0.7134678965656815,83
CN1C2CCC1CN(c1ccccc1[C@H]1CCCN1c1ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc1)C2,,CHEMBL5906987,897.0709999999997,8.511900000000004,3,12,175.27,13,6,65,0.3469387755102041,0.074595086595825,0.96,9.0177,1,active,0.8,9.02,CHEMBL5738376,9.1116947894733,0.838718004973323,0.8,0.07459508659582503,0.713174722168252,84
CN1CCC(Oc2ccccc2C2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)C1,,CHEMBL5873197,872.0169999999996,8.312000000000006,3,12,181.26,14,6,63,0.3191489361702128,0.0704791224656531,0.63,9.2007,1,active,0.8,9.2,CHEMBL5738376,9.049123737005777,0.8245999324208219,0.8,0.07047912246565319,0.7116919075899784,85
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCCC2c2ccccc2CO)C3)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5928650,850.011,7.299000000000009,4,12,192.26,13,5,61,0.4222222222222222,0.0684051764252633,2.1,8.6778,1,active,0.8,8.68,CHEMBL5738376,9.193803055483407,0.8572443108444362,0.8,0.06840517642526332,0.7100055077786662,86
Cc1ccccc1C1CCCCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,,CHEMBL5992969,862.0659999999996,8.895320000000002,3,11,172.03,12,5,62,0.4468085106382978,0.0808227226961555,0.97,9.0132,1,active,0.8,9.01,CHEMBL5738376,9.070181149010986,0.829351172151235,0.8,0.08082272269615556,0.7092731491316633,87
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCCC2c2ccccc2C2CCC2)C3)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5970525,874.0769999999998,9.074200000000005,3,11,172.03,13,5,63,0.4583333333333333,0.0761402594186306,1.1,8.9586,1,active,0.8,8.96,CHEMBL5738376,9.08451958295093,0.832586391037132,0.8,0.07614025941863069,0.7083404576571051,88
CC(C)c1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCN(C)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,,CHEMBL5567889,875.1089999999994,8.845300000000003,3,11,166.04,13,5,63,0.4583333333333333,0.0764436440500364,0.8200000000000001,9.0862,1,active,0.8,10.4,CHEMBL5510211,9.044680417512488,0.8235973744566137,0.8,0.0764436440500364,0.7082100660348539,89
O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCO[C@H](CO)C2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC([C@@H](O)c3ccccc3-c3ccc(Cl)cc3)CC2)cc1,,CHEMBL3703619,987.585,8.02520000000001,4,12,165.57999999999998,17,5,66,0.3404255319148936,0.0664623965573793,1.0,9.0,1,active,0.8,9.0,CHEMBL3707482,9.07245513508213,0.8298642576607435,0.8,0.06646239655737932,0.706928890313191,90
CC(C)c1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4cc5c(c([N+](=O)[O-])c4)NC(CN4CCOCC4)C5)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,,CHEMBL5558905,889.0919999999993,7.760400000000008,3,12,175.27,12,5,64,0.4583333333333333,0.0821871908684621,1.2145,8.9156,1,active,0.8,10.54,CHEMBL5510211,9.076750763030308,0.830833491589842,0.8,0.08218719086846218,0.7069157170408114,91
CN1CCN(Cc2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)CC1,,CHEMBL5779937,885.0599999999996,7.976500000000009,3,12,175.27,14,6,64,0.3333333333333333,0.0711988447440947,1.3945,8.8556,1,active,0.8,10.05,CHEMBL5738376,9.108977012933737,0.8381047858431679,0.8,0.0711988447440947,0.7068724183742282,92
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCC[C@H]2c2ccccc2Cl)C3)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5565335,854.43,8.460100000000006,3,11,172.03,12,5,60,0.4090909090909091,0.081236846672995,0.3349999999999999,9.475,1,active,0.8,9.44,CHEMBL5510211,8.9061865090837,0.7923486265105568,0.8,0.08123684667299502,0.7064635687626191,93
CCN(CCO)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC([C@@H](O)c4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1S(=O)(=O)C(F)(F)F,,CHEMBL3703601,959.5750000000002,8.646300000000005,4,11,156.35,19,5,64,0.3260869565217391,0.0588119775238165,0.5,9.301,1,active,0.8,9.3,CHEMBL3707482,8.9728238494289,0.807384186383672,0.8,0.058811977523816596,0.704728606090486,94
O=C(NS(=O)(=O)c1ccc(NCC2(F)CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCC[C@@H]2c2ccccc2C2CC2)C3)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5896999,878.0399999999998,8.776200000000006,3,11,172.03,13,5,63,0.4468085106382978,0.0762855456457254,0.98,9.0088,1,active,0.8,9.01,CHEMBL5738376,9.03479716562105,0.8213673901147267,0.8,0.07628554564572541,0.7044517640050413,95
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CC(C4CC4)CC2c2ccccc2C2CC2)C3)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5865162,900.1149999999998,9.320200000000003,3,11,172.03,14,5,65,0.48,0.0716592487320889,1.1,8.9586,1,active,0.8,8.96,CHEMBL5738376,9.039938407435326,0.8225274221436201,0.8,0.0716592487320889,0.702638821607368,96
CN(C)C(=O)CN1CCC(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)CC1,,CHEMBL5963587,941.1239999999996,8.496700000000006,3,12,192.34,15,6,68,0.3529411764705882,0.0658116209183243,1.2,8.9208,1,active,0.8,8.92,CHEMBL5738376,9.049595086235982,0.8247062841979963,0.8,0.06581162091832436,0.7015717713214991,97
COCc1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,,CHEMBL5561534,864.0379999999996,7.953100000000009,3,12,181.26,14,5,62,0.4347826086956521,0.0725330632505048,5.085,8.2937,1,active,0.8,9.77,CHEMBL5510211,9.217228608941612,0.8625298806129341,0.8,0.07253306325050483,0.7002676503995278,98
CC(C)Cc1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,,CHEMBL5568440,876.0929999999995,9.005200000000002,3,11,172.03,14,5,63,0.4583333333333333,0.0718327488858551,1.6,8.7959,1,active,0.8,9.26,CHEMBL5510211,9.066880368270068,0.8286064082365737,0.8,0.07183274888585517,0.7001977747869771,99
CC(=O)N(C)CCN1CCC(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)CC1,,CHEMBL5937625,955.1509999999996,8.886800000000004,3,12,192.34,16,6,69,0.3653846153846153,0.0617634978794833,1.3,8.8861,1,active,0.8,8.89,CHEMBL5738376,9.0396983691958,0.8224732616788789,0.8,0.06176349787948335,0.6986736236486424,100
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCC[C@@H]2c2ccccc2C2CC2)C3)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5564343,860.0499999999998,8.684100000000006,3,11,172.03,13,5,62,0.4468085106382978,0.0764241522568004,1.2,8.9208,1,active,0.8,8.92,CHEMBL5510211,8.986811955561661,0.8105403598771084,0.8,0.07642415225680049,0.6960806888618265,101
CC(C)c1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCC(F)(F)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,,CHEMBL5559861,896.0739999999995,10.328999999999995,3,10,162.79999999999998,13,5,64,0.4583333333333333,0.0765860453452295,1.315,8.8811,1,active,0.8,9.89,CHEMBL5510211,8.990187972332661,0.811302099496818,0.8,0.07658604534522954,0.6951422001879247,102
CC(C)c1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CC6COCC6C5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,,CHEMBL5562694,888.1039999999995,9.176100000000002,3,11,172.03,13,5,64,0.4693877551020408,0.0760557451888881,1.871,8.7279,1,active,0.8,10.38,CHEMBL5510211,9.029493974436114,0.8201708170197229,0.8,0.07605574518888814,0.6943119755661368,103
CN1CC=C(c2ccccc2C2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)CC1,,CHEMBL5804195,868.0289999999997,8.948000000000004,3,11,172.03,13,6,63,0.2916666666666667,0.074764402217515,3.9,8.4089,1,active,0.8,8.41,CHEMBL5738374,9.120165368449888,0.8406292441779895,0.8,0.07476440221751503,0.6935509652663218,104
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCC3c3ccccc3C3CCNCC3)cc2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5909819,856.0179999999999,8.696100000000007,4,11,180.82,13,6,62,0.3191489361702128,0.0644676363449343,0.56,9.2518,1,active,0.8,9.25,CHEMBL5738376,8.872502193196256,0.7847483449613989,0.8,0.06446763634493438,0.6925938652253523,105
CCN1CCC(COc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(C(F)(F)F)cc6)CC(C)(C)CC5)CC4)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,,CHEMBL4851332,930.0629999999996,9.297500000000005,2,11,163.24,14,5,66,0.4166666666666667,0.0806235929659993,0.5,9.301,1,active,0.8,9.3,CHEMBL4828452,8.834226507207788,0.7761121003966709,0.8,0.08062359296599937,0.6923643054133128,106
CC(=O)N1CC=C(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)CC1,,CHEMBL5878897,896.0389999999995,8.864700000000003,3,11,189.1,13,6,65,0.2857142857142857,0.0741984857241176,0.68,9.1675,1,active,0.8,9.17,CHEMBL5738376,8.88236059642136,0.7869727226327843,0.8,0.07419848572411764,0.6923125565741222,107
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCC[C@H]2c2ccccc2N2CCCC2)C3)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5523480,889.0919999999996,8.406900000000007,3,12,175.27,13,5,64,0.4583333333333333,0.0761898051951798,2.19,8.6596,1,active,0.8,9.74,CHEMBL5510211,9.030630375487293,0.8204272262034682,0.8,0.07618980519517987,0.6921486826317104,108
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCC3c3ccccc3N3CCNCC3)cc2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5982217,857.0059999999999,7.638700000000009,4,12,184.06000000000003,13,6,62,0.3043478260869565,0.0658926622777508,0.47,9.3279,1,active,0.8,9.33,CHEMBL5738376,8.834410894817964,0.7761537042622858,0.8,0.06589266227775081,0.6910858954966581,109
