smiles,source_id,molecule_chembl_id,MolWt,LogP,HBD,HBA,TPSA,NumRotatableBonds,NumAromaticRings,HeavyAtomCount,FractionCSP3,QED,standard_value,pIC50,activity_class,activity_label,confidence_score,pchembl_value,assay_chembl_id,predicted_pIC50,potency_score,conf_score,qed_score,composite_score,rank
CCN(CC)CCCNc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(CC4=C(c5ccc(C(F)(F)F)cc5)CC(C)(C)CC4)CC3)cc2Oc2cnc3[nH]ccc3c2)cc1[N+](=O)[O-],,CHEMBL4852442,917.0679999999998,9.330600000000002,3,11,166.04000000000002,17,5,65,0.4042553191489361,0.0462399716138226,0.3,9.5229,1,active,0.8,9.52,CHEMBL4828452,8.61480321023921,0.7266030398303751,0.8,0.04623997161382268,0.6699624147735342,131
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCN(CC3=C(c4ccc(Cl)cc4)CC4(CCC4)CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5862961,880.4679999999996,8.804000000000006,3,11,172.03,13,5,62,0.391304347826087,0.0762589132039937,1.2,8.9208,1,active,0.8,8.92,CHEMBL5733102,8.752155397565756,0.7575941782154528,0.8,0.07625891320399376,0.6695828121730778,132
O=C(NS(=O)(=O)c1ccc(NC[C@H]2COCCO2)c([N+](=O)[O-])c1)c1ccc(N2CCN(CC3=C(c4ccc(Cl)cc4)CC4(CCC4)CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5567397,882.4399999999996,7.792800000000009,3,12,181.26,13,5,62,0.3777777777777777,0.0772864282868236,2.0,8.699,1,active,0.8,9.46,CHEMBL5510211,8.811639062740591,0.7710156353830928,0.8,0.07728642828682362,0.6689408696629174,133
CCc1c(Cl)cccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,,CHEMBL5925442,882.4839999999995,9.0225,3,11,172.03,13,5,62,0.4347826086956521,0.0761337554600063,1.4,8.8539,1,active,0.8,8.85,CHEMBL5738376,8.764058698702403,0.7602799516271862,0.8,0.07613375546000635,0.6686427015471773,134
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC([C@@H](O)c4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-],,CHEMBL3703599,828.4570000000001,8.508400000000007,3,10,145.12,16,5,57,0.2790697674418604,0.0503157257215669,0.3,9.5229,1,active,0.8,9.52,CHEMBL3707482,8.597382427483064,0.7226723424044321,0.8,0.05031572572156696,0.6686084291767245,135
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCC[C@@H]2c2ccccc2Cl)C3)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL6045065,854.43,8.460100000000006,3,11,172.03,12,5,60,0.4090909090909091,0.081236846672995,4.4,8.3565,1,active,0.8,8.36,CHEMBL5738376,8.9061865090837,0.7923486265105568,0.8,0.08123684667299502,0.6686080504504512,136
O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCN(CCOP(=O)(O)O)CC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC([C@@H](O)c3ccccc3-c3ccc(Cl)cc3)CC2)cc1,,CHEMBL3703607,1080.6070000000004,8.059000000000012,5,13,206.11999999999995,20,5,71,0.3541666666666667,0.0369350925454237,0.7,9.1549,1,active,0.8,9.15,CHEMBL3707482,8.719694393246746,0.7502699157005986,0.8,0.036935092545423716,0.6679451984175612,137
CN(C)CCOc1ccccc1C1CCCN1c1ccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)cc1,,CHEMBL5820634,860.0059999999997,8.169500000000008,3,12,181.26,16,6,62,0.3043478260869565,0.0628538933313591,1.4,8.8539,1,active,0.8,8.85,CHEMBL5738376,8.771521099805197,0.7619637129837623,0.8,0.06285389333135917,0.6674926029061682,138
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(C(F)(F)F)cc2)C1,,CHEMBL4868427,902.009,9.025300000000003,3,11,172.03,13,5,64,0.391304347826087,0.0760782732478236,1.5,8.8239,1,active,0.8,8.82,CHEMBL4828452,8.761759641905304,0.7597612093432744,0.8,0.07607827324782367,0.6673596611360986,139
O=C(NS(=O)(=O)c1cc([N+](=O)[O-])c2cnn(CC3CCOCC3)c2c1)c1ccc(N2CCN(CC3=C(c4ccc(Cl)cc4)CC4(CCC4)CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5923329,905.4779999999996,8.741800000000007,2,12,177.81999999999996,12,6,64,0.3829787234042553,0.0886652513986119,1.6,8.7959,1,active,0.8,8.8,CHEMBL5733102,8.750849177379836,0.757299452289851,0.8,0.08866525139861196,0.6670691721905291,140
CN(CCOP(=O)(O)O)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC([C@@H](O)c4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1S(=O)(=O)C(F)(F)F,,CHEMBL3703606,1025.5269999999998,8.373200000000006,5,12,202.88,20,5,67,0.3111111111111111,0.0367522649109196,0.9,9.0458,1,active,0.8,9.05,CHEMBL3707482,8.729862961277043,0.7525642766797637,0.8,0.03675226491091962,0.6653724764000034,141
O=C(NS(=O)(=O)c1ccc(N[C@H](CCN(CCO)CCO)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC([C@@H](O)c3ccccc3-c3ccc(Cl)cc3)CC2)cc1,,CHEMBL3703602,975.574,7.61870000000001,5,12,176.57999999999998,20,5,65,0.3260869565217391,0.0483588944585122,0.8,9.0969,1,active,0.8,9.1,CHEMBL3707482,8.697340077128421,0.7452260520548039,0.8,0.04835889445851227,0.6651738328028558,142
CCc1c(Cl)cccc1[C@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,,CHEMBL5812498,882.4839999999995,9.0225,3,11,172.03,13,5,62,0.4347826086956521,0.0761337554600063,1.9,8.7212,1,active,0.8,8.72,CHEMBL5738376,8.764058698702403,0.7602799516271862,0.8,0.07613375546000635,0.6641514835945401,143
O=C(NS(=O)(=O)c1ccc(NCC2COCCO2)c([N+](=O)[O-])c1)c1ccc(C2=CCN(CC3=C(c4ccc(Cl)cc4)CC4(CCC4)CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5872170,879.4359999999996,8.759900000000005,3,11,178.02,13,5,62,0.3478260869565217,0.0761016673225994,1.4,8.8539,1,active,0.8,8.85,CHEMBL5733102,8.719256902185592,0.7501712034319237,0.8,0.07610166732259946,0.663583514228935,144
CN(C)CCCNc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(CC4=C(c5ccc(C(F)(F)F)cc5)CC(C)(C)CC4)CC3)cc2Oc2cnc3[nH]ccc3c2)cc1[N+](=O)[O-],,CHEMBL4860213,889.0139999999998,8.550400000000007,3,11,166.04000000000002,15,5,63,0.3777777777777777,0.0524010177533535,0.89,9.0506,1,active,0.8,9.05,CHEMBL4828452,8.687746094705297,0.7430613363504067,0.8,0.052401017753353596,0.6631307746716573,145
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(OCC5CCSCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(C(F)(F)F)cc2)C1,,CHEMBL4858527,919.061,9.708799999999998,2,11,159.99999999999997,13,5,64,0.391304347826087,0.0855275031638788,1.65,8.7825,1,active,0.8,8.78,CHEMBL4828452,8.7238012034632,0.7511965461840054,0.8,0.08552750316387889,0.6630935352704046,146
O=C(NS(=O)(=O)c1cc([N+](=O)[O-])c2c(cnn2CC2CCOCC2)c1)c1ccc(N2CCN(CC3=C(c4ccc(Cl)cc4)CC4(CCC4)CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5815622,905.4779999999996,8.741800000000007,2,12,177.81999999999996,12,6,64,0.3829787234042553,0.0886652513986119,2.1,8.6778,1,active,0.8,8.68,CHEMBL5733102,8.748730490626592,0.7568214073774078,0.8,0.08866525139861196,0.6628330672911542,147
O=C(NS(=O)(=O)c1cc([N+](=O)[O-])c2nn(CC3CCOCC3)cc2c1)c1ccc(N2CCN(CC3=C(c4ccc(Cl)cc4)CC4(CCC4)CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5958618,905.4779999999996,8.741800000000005,2,12,177.81999999999996,12,6,64,0.3829787234042553,0.0886652513986119,2.1,8.6778,1,active,0.8,8.68,CHEMBL5733102,8.744721576975797,0.7559168655558041,0.8,0.08866525139861196,0.6623807963803524,148
CS(=O)(=NC(=O)c1ccc(N2CCC3(CC2)CC(N2CCC[C@H]2c2ccccc2C2CC2)C3)cc1Oc1cnc2[nH]ccc2c1)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1,,CHEMBL6014192,858.0779999999997,9.8625,2,10,155.29000000000002,12,5,62,0.4583333333333333,0.091519536123905,3.3,8.4815,1,active,0.8,8.48,CHEMBL5738376,8.799121422106785,0.768191246920937,0.8,0.091519536123905,0.6623023763120093,149
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)CN(C(=O)Oc2ccccc2OCCN(C)C)CC3)n1C,,CHEMBL5879788,755.9159999999998,7.0672200000000105,1,8,107.79,9,5,56,0.3111111111111111,0.1716656589334131,2.0,8.699,1,active,0.8,8.7,CHEMBL5732950,8.613172796652234,0.726235165287695,0.8,0.1716656589334131,0.6607075192122069,150
Cc1c(C(=O)N(c2ccc(O)cc2)c2cc(C#N)n(CCN3CCOCC3)c2C)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2C)n1C,,CHEMBL3704799,731.297,7.238820000000009,1,8,106.97,8,5,53,0.3095238095238095,0.1805466347778611,1.9,8.7212,1,active,0.8,8.72,CHEMBL3705658,8.585264605694311,0.7199381661288983,0.8,0.18054663477786118,0.6596425227430744,151
NC(=O)C1CCC(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)CC1,,CHEMBL6064098,898.0549999999996,8.9882,4,11,211.88,14,6,65,0.3265306122448979,0.0598406729304228,0.8,9.0969,1,active,0.8,9.1,CHEMBL5738376,8.630912724119773,0.730237872181475,0.8,0.05984067293042284,0.6594020096369779,152
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)CN(C(=O)Oc2ccc(OCCN(C)C)cc2)CC3)n1C,,CHEMBL5955038,755.9159999999998,7.0672200000000105,1,8,107.79,9,5,56,0.3111111111111111,0.1716656589334131,1.8,8.7447,1,active,0.8,8.74,CHEMBL5732950,8.584051095894656,0.7196643586936854,0.8,0.1716656589334131,0.6589688277496822,153
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(C(F)(F)F)c(Cl)c2)C1,,CHEMBL4867128,936.454,9.6787,3,11,172.03,13,5,65,0.391304347826087,0.0758381870450728,0.8,9.0969,1,active,0.8,9.1,CHEMBL4828452,8.60459398141469,0.7242995044483472,0.8,0.07583818704507284,0.6588324528876114,154
CN1CCC(CNc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(C(F)(F)F)cc6)CC(C)(C)CC5)CC4)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])C1,,CHEMBL4858569,901.0249999999996,8.550400000000005,3,11,166.04000000000002,13,5,64,0.391304347826087,0.0765970335644703,2.4,8.6198,1,active,0.8,8.62,CHEMBL4828452,8.746653564574308,0.7563527850427019,0.8,0.07659703356447037,0.6588255193699086,155
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccccc2C(F)(F)F)C1,,CHEMBL4861424,902.009,9.025300000000003,3,11,172.03,13,5,64,0.391304347826087,0.0760782732478236,1.7,8.7696,1,active,0.8,8.77,CHEMBL4828452,8.698084584214104,0.7453940371635245,0.8,0.07607827324782367,0.6583382970897187,156
O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC([C@@H](O)c3ccccc3-c3ccc(Cl)cc3)CC2)cc1,,CHEMBL3703612,957.559,8.664300000000006,3,11,145.35,16,5,64,0.3260869565217391,0.0817806576511598,3.0,8.5229,1,active,0.8,8.52,CHEMBL3707482,8.763605275053829,0.7601776444465468,0.8,0.08178065765115981,0.65823592207737,157
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCCC2c2cc(Cl)ccc2C2CC2)C3)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5780722,894.4949999999998,9.337500000000002,3,11,172.03,13,5,63,0.4468085106382978,0.0759889752387748,1.1,8.9586,1,active,0.8,8.96,CHEMBL5738376,8.63836330469808,0.7319189664417545,0.8,0.07598897523877486,0.6579840527324381,158
CCn1c(C#N)cc(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)c1C,,CHEMBL3704802,731.297,7.238820000000009,1,8,106.96999999999998,8,5,53,0.3095238095238095,0.1805466347778611,2.5,8.6021,1,active,0.8,8.6,CHEMBL3705658,8.601702009150294,0.7236469810747034,0.8,0.18054663477786118,0.6574660028749139,159
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(OCC5CCCOC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(C(F)(F)F)cc2)C1,,CHEMBL4855736,902.9930000000002,8.992200000000002,2,11,169.23,13,5,64,0.391304347826087,0.0854540347086398,3.0,8.5229,1,active,0.8,8.52,CHEMBL4828452,8.749185485103222,0.7569240689881483,0.8,0.08545403470863988,0.657160140906793,160
Cc1c(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cc(C#N)n1C,,CHEMBL3701382,717.2700000000002,6.7559200000000095,1,8,106.97,7,5,52,0.2926829268292683,0.1997145244551173,2.15,8.6676,1,active,0.8,8.59,CHEMBL3705658,8.547134573434896,0.7113347858014367,0.8,0.1997145244551173,0.656401929502964,161
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCC[C@@H]2c2cccc(Cl)c2C2CC2)C3)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5880669,894.4949999999998,9.337500000000002,3,11,172.03,13,5,63,0.4468085106382978,0.0759889752387748,1.65,8.7825,1,active,0.8,8.89,CHEMBL5738376,8.675118406767671,0.7402121176231642,0.8,0.07598897523877486,0.6561705418012183,162
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCCC2c2cccc(C4CC4)c2)C3)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5766570,860.0499999999998,8.684100000000006,3,11,172.03,13,5,62,0.4468085106382978,0.0764241522568004,1.0,9.0,1,active,0.8,9.0,CHEMBL5738376,8.592894430190364,0.7216597036698249,0.8,0.07642415225680049,0.6543208766726449,163
O=C(NS(=O)(=O)c1ccc(NCC2COCCO2)c([N+](=O)[O-])c1)c1ccc(N2CCN(CC3=C(c4ccc(Cl)cc4)CC4(CC3)COC4)CC2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5753919,884.4119999999997,6.639100000000007,3,13,190.49,13,5,62,0.3636363636363636,0.0843931904873964,2.4,8.6198,1,active,0.8,8.62,CHEMBL5733102,8.683325827323785,0.74206397969533,0.8,0.08439319048739648,0.6528505402346616,164
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3C[C@@H](F)C[C@@H]3c3ccccc3C3CC3)cc2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5795254,830.939,9.054500000000004,3,10,168.79,13,6,60,0.2888888888888888,0.0754367740246174,0.44,9.3565,1,active,0.8,9.36,CHEMBL5738376,8.473595009805187,0.6947418589788871,0.8,0.0754367740246174,0.6527795536972103,165
O=C(NS(=O)(=O)c1cc([N+](=O)[O-])c2cn(C3CCOCC3)nc2c1)c1ccc(N2CCN(CC3=C(c4ccc(Cl)cc4)CC4(CCC4)CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5821856,891.4509999999997,8.666700000000008,2,12,177.82000000000002,11,6,63,0.3695652173913043,0.0939835272316409,1.4,8.8539,1,active,0.8,8.85,CHEMBL5733102,8.593895008212892,0.7218854667433133,0.8,0.09398352723164097,0.6521229248709861,166
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)CN(C(=O)Oc2cccc(OCCN(C)C)c2)CC3)n1C,,CHEMBL5760108,755.9159999999998,7.0672200000000105,1,8,107.79,9,5,56,0.3111111111111111,0.1716656589334131,2.9,8.5376,1,active,0.8,8.54,CHEMBL5732950,8.580003913946603,0.7187511822946557,0.8,0.1716656589334131,0.6515029611930373,167
O=C(NS(=O)(=O)c1ccc(NCC2COCCO2)c([N+](=O)[O-])c1)c1ccc(C2=CCN(CC3=C(c4ccc(Cl)cc4)CC4(CC3)COC4)CC2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5995747,881.4079999999997,7.606200000000008,3,12,187.25,13,5,62,0.3333333333333333,0.0777685318501569,2.1,8.6778,1,active,0.8,8.68,CHEMBL5733102,8.662006970166493,0.7372537494017084,0.8,0.0777685318501569,0.6514147303710363,168
Cc1c(N(C(=O)c2cc(-c3cc(F)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cc(C#N)n1C,,CHEMBL3701411,700.8150000000002,6.241620000000007,1,8,106.97,7,5,52,0.2926829268292683,0.2155732741428259,2.5,8.6021,1,active,0.8,8.6,CHEMBL3705658,8.49943548174991,0.7005723132116303,0.8,0.2155732741428259,0.651182664848122,169
CS(=O)(=O)N1CCC(CNc2ccc(S(=O)(=O)NC(=O)c3ccc(-c4ccc(N5CCC[C@@H]5c5ccccc5C5CC5)cc4)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,,CHEMBL5885190,890.057,8.351500000000007,3,11,196.94,14,6,63,0.3043478260869565,0.0702159379400723,3.3,8.4815,1,active,0.8,8.48,CHEMBL5738376,8.72552713593462,0.7515859729059687,0.8,0.07021593794007237,0.6508041995769502,170
CCc1ccccc1[C@@H]1CCCN1C1CC=C(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC[C@H]4CC[C@@](C)(O)CC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)CC1,,CHEMBL5762696,833.0239999999998,9.070600000000004,4,10,179.79,13,5,60,0.391304347826087,0.0660506547122957,1.2,8.9208,1,active,0.8,8.92,CHEMBL5738374,8.598452569141411,0.7229138013056046,0.8,0.06605065471229572,0.6507113849443988,171
O=C(NS(=O)(=O)c1ccc(N[C@H](CCN(CCOP(=O)(O)O)CCOP(=O)(O)O)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC([C@@H](O)c3ccccc3-c3ccc(Cl)cc3)CC2)cc1,,CHEMBL3703604,1135.5320000000002,7.852700000000013,7,14,269.64,24,5,73,0.3260869565217391,0.0228878718157967,2.0,8.699,1,active,0.8,8.7,CHEMBL3707482,8.721791132756122,0.7507430085981879,0.8,0.02288787181579677,0.6506447727998109,172
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)CN(C(=O)Oc2cccc(C(=O)O)c2)CC3)n1C,,CHEMBL5914402,712.8030000000001,6.825020000000009,2,7,132.62,6,5,53,0.238095238095238,0.1974260959530173,2.2,8.6576,1,active,0.8,8.66,CHEMBL5732950,8.49789097286603,0.7002238215749917,0.8,0.1974260959530173,0.650164734135328,173
COc1ccc(N(C(=O)c2cc(-c3cc(F)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cc1C#N,,CHEMBL3704776,713.8100000000002,6.603300000000008,1,8,111.27,8,5,53,0.2619047619047619,0.1929516696340494,2.2,8.6576,1,active,0.8,8.66,CHEMBL3705658,8.502657365210897,0.7012992753237274,0.8,0.19295166963404944,0.6500312970618507,174
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)CN(C(=O)Oc2ccccc2CCC(=O)N(C)C)CC3)n1C,,CHEMBL5947068,767.9269999999998,7.14762000000001,1,7,115.63,8,5,57,0.3043478260869565,0.1795408724033919,2.4,8.6198,1,active,0.8,8.62,CHEMBL5732950,8.523311021116104,0.7059594144942402,0.8,0.17954087240339195,0.6490704099215161,175
O=C(NS(=O)(=O)c1ccc(NCC2(F)CCN(C3COC3)CC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCC[C@@H]3c3ccccc3C3CC3)cc2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5794896,886.0189999999998,8.882800000000005,3,11,172.03,14,6,64,0.3333333333333333,0.0704878187439705,1.5,8.8239,1,active,0.8,8.82,CHEMBL5738374,8.603728034047627,0.7241041184467903,0.8,0.07048781874397052,0.6486925475122785,176
COc1cc(C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)c(-c2cc(C(=O)N(c3ccc(O)cc3)c3cc(C#N)n(C)c3C)c(C)n2C)cc1F,,CHEMBL3704789,730.841,6.250220000000008,1,9,116.20000000000002,8,5,54,0.3095238095238095,0.2008033863576643,2.6,8.585,1,active,0.8,8.59,CHEMBL3705658,8.502045882330444,0.7011613048193104,0.8,0.2008033863576643,0.6486829297299292,177
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCN(CC3=C(c4ccc(Cl)cc4)CC4(CC3)COC4)CC2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL6018977,879.4359999999997,8.617400000000005,3,11,178.02,13,5,62,0.3478260869565217,0.0762134997254343,1.9,8.7212,1,active,0.8,8.72,CHEMBL5733102,8.62656120666667,0.7292560277551204,0.8,0.0762134997254343,0.6486514832983215,178
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2C(F)(F)F)C1,,CHEMBL4863897,936.454,9.6787,3,11,172.03,13,5,65,0.391304347826087,0.0758381870450728,0.86,9.0655,1,active,0.8,9.07,CHEMBL4828452,8.516885148557547,0.704509527822733,0.8,0.07583818704507284,0.6478747347804351,179
Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(c2)CCN3C)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CCCN2CCOCC2)n1C,,CHEMBL3701389,759.3509999999997,7.404820000000011,1,8,94.38,9,5,55,0.3409090909090909,0.1675054041683621,2.5,8.6021,1,active,0.8,8.6,CHEMBL3705658,8.534007666450767,0.7083729269564372,0.8,0.1675054041683621,0.6478727912243558,180
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCCC2c2ccc(C4CC4)cc2C2CC2)C3)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5754014,900.1149999999997,9.561500000000002,3,11,172.03,14,5,65,0.48,0.0716087773047573,1.5,8.8239,1,active,0.8,8.82,CHEMBL5738376,8.592936229055388,0.7216691348586214,0.8,0.07160877730475732,0.647643199502312,181
CN(C(=O)c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)CN(C(=O)Oc2ccc(F)cc2)CC3)n2c1CCCC2)c1ccc(O)cc1,,CHEMBL5929538,797.928,7.0691000000000095,1,8,107.79,7,5,59,0.3404255319148936,0.1879211152142267,2.5,8.6021,1,active,0.8,8.6,CHEMBL5732950,8.502103839426123,0.7011743818325531,0.8,0.1879211152142267,0.6473358753192935,182
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)CN(C(=O)O[C@H]2CC[C@H](N)CC2)CC3)n1C,,CHEMBL5924588,689.8569999999997,6.334320000000008,2,7,121.34,5,4,51,0.3902439024390244,0.2526427509279447,2.7,8.5686,1,active,0.8,8.57,CHEMBL5732950,8.423178454340654,0.6833662378277975,0.8,0.25264275092794475,0.6470062445939935,183
CCc1ccccc1[C@@H]1CCCN1C1CC=C(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC[C@H]4CC[C@](C)(O)CC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)CC1,,CHEMBL5740186,833.0239999999998,9.070600000000004,4,10,179.79,13,5,60,0.391304347826087,0.0660506547122957,1.6,8.7959,1,active,0.8,8.8,CHEMBL5738374,8.598452569141411,0.7229138013056046,0.8,0.06605065471229572,0.6464841571954585,184
COc1cc(-c2cc(C(=O)N(c3ccc(O)cc3)c3cc(C#N)n(C)c3C)c(C)n2C)c(C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)cc1F,,CHEMBL3704778,730.8409999999999,6.250220000000008,1,9,116.2,8,5,54,0.3095238095238095,0.2008033863576643,3.1,8.5086,1,active,0.8,8.51,CHEMBL3705658,8.502984962330444,0.7013731919308382,0.8,0.2008033863576643,0.6462031230853806,185
Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(ccn3C)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CCCN2CCOCC2)n1C,,CHEMBL3701388,757.3349999999996,7.90422000000001,1,8,96.07,9,6,55,0.2954545454545454,0.1612671951713985,2.1,8.6778,1,active,0.8,8.68,CHEMBL3705658,8.499947073837273,0.700687745091419,0.8,0.16126719517139854,0.6456565277140778,186
