smiles,source,predicted_pIC50,predicted_IC50_nM,MolWt,LogP,QED,AromaticRings,RingCount,is_novel,admet_caco2_class,admet_caco2_risk,admet_hia_class,admet_hia_risk,admet_pgp_substrate,admet_pgp_risk,admet_bioavailability_score,admet_bioavailability_risk,admet_tpsa,admet_mw,admet_logp,admet_bbb_penetrant,admet_bbb_logbb,admet_bbb_risk,admet_ppb_class,admet_ppb_risk,admet_vod_class,admet_vod_risk,admet_cyp_alerts,admet_cyp_n_alerts,admet_cyp_inhibition_risk,admet_cyp_risk,admet_metabolic_stability,admet_metabolic_stability_score,admet_metabolic_risk,admet_renal_clearance,admet_renal_risk,admet_halflife_class,admet_halflife_risk,admet_herg_risk_flag,admet_herg_alerts,admet_herg_n_alerts,admet_herg_risk,admet_ames_alerts,admet_ames_n_alerts,admet_ames_risk,admet_hepatotox_alerts,admet_hepatotox_n_alerts,admet_hepatotox_risk,admet_mrdd_class,admet_mrdd_risk,admet_score,admet_class,admet_absorption_score,admet_distribution_score,admet_metabolism_score,admet_excretion_score,admet_toxicity_score,admet_n_red_flags,admet_n_yellow_flags,admet_n_green_flags
C[C@]1(O)CC[C@H](CNc2ccc(S(=O)(=O)NC(=O)c3ccc(-c4ccc(N5CCC[C@@H]5c5ccccc5C5CCN(C(=O)CN)CC5)cc4)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,mutation,9.64101902822843,0.2285498664080097,941.1239999999996,8.408400000000006,0.0512626319262776,6,9,True,low,red,low,red,True,yellow,0.0,red,226.11999999999998,941.1239999999996,8.408400000000006,False,-0.794,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
CN(C)CC(=O)N1CCC(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@](C)(O)CC5)c([N+]=O)c4)c(Oc4cc5cc[nH]c5nc4N)c3)cc2)CC1,mutation,9.63924527267288,0.2294852238561176,968.1939999999996,8.419000000000006,0.065552091153812,6,9,True,low,red,low,red,True,yellow,0.0,red,217.39000000000001,968.1939999999995,8.419000000000006,False,-0.705,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_amine,aromatic_nitroso",2,red,aniline,1,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
CNCC(=O)N1CCC(c2cc(OC)ccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(OC[C@H]5CC[C@](C)(O)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)CC1,mutation,9.633011660763117,0.2328028749488291,986.1609999999996,8.644600000000006,0.0527929267530027,6,9,True,low,red,low,red,True,yellow,0.0,red,218.55999999999997,986.1609999999997,8.644600000000006,False,-0.682,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
CCc1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@@H]5COCCO5)c([N+][O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)C(N)C2)C1,mutation,9.62789408572372,0.2355623695427491,849.0269999999996,6.468200000000006,0.0943379951988296,5,9,True,low,red,low,red,True,yellow,0.0,red,201.3,849.0269999999996,6.468200000000006,False,-0.846,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,,0,green,aniline,1,yellow,high_dose,yellow,0.381,poor,0.125,0.667,0.25,0.5,0.5,5,8,2
CC1Cc2nc3[nH]ccc3cc2Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NC[C@H]3CC[C@@](O)(C(F)F)CC3)c([N+](=O)[O-])c2)N2CCC3(CC2)CC(C3)N2CCC[C@@H]2c2ccccc21,mutation,9.622954056954155,0.2382571502959512,924.0839999999994,9.226100000000002,0.0860006867523614,5,12,True,low,red,low,red,True,yellow,0.0,red,183.02999999999997,924.0839999999994,9.226100000000002,False,-0.236,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
CNCC(=O)N1CCC(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=S)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@](C)(O)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)C(O)C1,mutation,9.62015676923076,0.2397967157789133,987.2179999999996,8.175200000000007,0.0325770823732375,6,9,True,low,red,low,red,True,yellow,0.0,red,215.28999999999996,987.2179999999997,8.175200000000007,False,-0.722,green,high,yellow,high,yellow,"pyridine_N,thioamide",2,high,red,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.256,poor,0.125,0.667,0.0,0.5,0.25,7,7,1
CC1C[C@@H](c2ccccc2C2CC2)N(C2CC3(CCN(c4ccc(C(=O)NS(=O)(=O)c5ccc(NC[C@@H]6COCCO6)c([N+](=O)[O-])c5)c(Oc5cnc6[nH]ccc6c5)c4)CC3)C2)C1,mutation,9.608120558432672,0.2465354869462581,876.0489999999995,7.918900000000008,0.0769460820426948,5,10,True,low,red,low,red,True,yellow,0.0,red,181.26000000000002,876.0489999999995,7.918900000000008,False,-0.421,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
O=C(NS(=O)(=O)c1ccc(NCC2CCC(O)(C(F)F)CC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCC[C@H]2c2ccccc2C2CC2)C3)cc1Oc1cnc2[nH]ccc2c1,mutation,9.59592383927017,0.2535573246272208,924.0839999999996,9.443900000000005,0.0614984449537391,5,10,True,low,red,low,red,True,yellow,0.0,red,183.03,924.0839999999995,9.443900000000003,False,-0.202,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
CCc1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)c4ccc(NC[C@H]5OCCOC5N)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,9.589737523097464,0.2571949736294379,849.0269999999996,6.976600000000006,0.0704158490975646,5,9,True,low,red,low,red,True,yellow,0.0,red,190.21,849.0269999999996,6.976600000000006,False,-0.657,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
CC1CC(CNc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCC5(CC4)CC(N4CCC[C@H]4c4ccccc4C4CC4)C5)cc3Oc3cnc4[nH]ncc4c3)cc2[N+](=O)[O-])CCO1,mutation,9.584551704784111,0.2602844932095292,875.0649999999999,8.467600000000006,0.0758618635481626,5,10,True,low,red,low,red,True,yellow,0.0,red,184.92,875.0649999999999,8.467600000000006,False,-0.373,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
CN(C)CCC(=O)N1CCC(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@](C)(O)CC5)c([N+]=O)c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)C(O)C1,mutation,9.580859086611714,0.2625070148781286,983.2049999999996,8.197700000000008,0.0621477555526594,6,9,True,low,red,low,red,True,yellow,0.0,red,211.59999999999997,983.2049999999997,8.197700000000008,False,-0.681,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,aromatic_nitroso,1,yellow,aniline,1,yellow,high_dose,yellow,0.344,poor,0.125,0.667,0.25,0.5,0.375,5,9,1
CNCC(=O)N1C=CC(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)N(Cl)S(=O)(=O)c4ccc(NC[C@H]5CC[C@](C)(O)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)CC1,mutation,9.577250752698406,0.2646971390494881,987.5799999999996,9.658900000000004,0.0431633055744287,6,9,True,low,red,low,red,True,yellow,0.0,red,203.34,987.5799999999995,9.658900000000003,False,-0.372,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
CNCCC(=O)N1CCC(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@](C)(O)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]cc(C)c5c4)c3)cc2)CC1,mutation,9.577119829819638,0.2647769469608672,983.2049999999996,9.367620000000002,0.0453567613260862,6,9,True,low,red,low,red,True,yellow,0.0,red,212.12999999999997,983.2049999999996,9.367620000000002,False,-0.505,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
CN1CC=C(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@](C)(O)CC5)c([N+](=O)[O-])c4N)c(Oc4cnc5[nH]ccc5c4)c3)cc2)OC1,mutation,9.566817368412694,0.2711331574274896,913.0699999999996,8.586300000000007,0.041714617403716,6,9,True,low,red,low,red,True,yellow,0.0,red,218.27999999999997,913.0699999999996,8.586300000000007,False,-0.688,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_amine,aromatic_nitroso",3,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
Nc1ccc(Oc2cc(N3CCC4(CC3)CC(N3CCC[C@H]3c3ccccc3C3CC3)C4)ccc2C(=O)NS(=O)(=O)c2ccc(NCC3=CCOCC3)c([N+](=O)[O-])c2)cn1,mutation,9.564372100252523,0.272664061650215,834.012,7.705100000000009,0.0679266735145708,4,9,True,low,red,low,red,True,yellow,0.0,red,182.26,834.012,7.705100000000009,False,-0.464,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_amine,aromatic_nitroso",3,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
CNCCN1CCC(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@](C)(O)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)CC1,mutation,9.560047967494173,0.2753924517678133,941.1679999999996,9.142500000000004,0.0456978148573573,6,9,True,low,red,low,red,True,yellow,0.0,red,195.05999999999997,941.1679999999996,9.142500000000004,False,-0.37,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
O=C(NS(=O)(=O)c1ccc(NC[C@@H]2NOCCO2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCC[C@H]2c2ccccc2C2CC2)C3)cc1Oc1cnc2[nH]ccc2c1,mutation,9.538830620110438,0.2891807500954676,863.0099999999999,7.135000000000008,0.0690680389841338,5,10,True,low,red,low,red,True,yellow,0.0,red,193.29,863.0099999999999,7.135000000000008,False,-0.663,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
CN1CC=C(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(CNS(=O)(=O)c4ccc(NCC5(F)CCN(C6COC6)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3O)cc2)CC1,mutation,9.535385457127864,0.2914838806715218,943.1149999999996,8.789700000000003,0.0569278229254497,6,10,True,low,red,low,red,True,yellow,0.0,red,178.42999999999995,943.1149999999996,8.789700000000003,False,-0.258,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
CN(C)CCOC1CC(c2ccccc2C2CC2)N(C2CC3(CCN(c4ccc(C(=O)NS(=O)(=O)c5ccc(NCC6CCOCC6)c([N+][O-])c5)c(Oc5cnc6[nH]ccc6c5)c4)CC3)C2)C1,mutation,9.533269403086353,0.2929075706993649,931.1729999999995,8.066300000000009,0.0765641062075069,5,10,True,low,red,low,red,True,yellow,0.0,red,178.52,931.1729999999995,8.066300000000009,False,-0.371,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,,0,green,aniline,1,yellow,high_dose,yellow,0.381,poor,0.125,0.667,0.25,0.5,0.5,5,8,2
CN1CC=C(c2ccccc2[C@H]2CCCN2c2cc#c(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@](C)(O)CC5)c([N+](=O)[O-])c4F)c(Oc4cnc5[nH]ccc5c4)c3)cc2)CC1,mutation,9.53125907452381,0.2942665688969738,913.0649999999996,9.211880000000004,0.0678476884164623,6,9,True,low,red,low,red,True,yellow,0.0,red,183.03,913.0649999999996,9.211880000000003,False,-0.238,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
CC(C)c1ccccc1[C@@H]1CN(C)CCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@](C)(O)CC5)c([N+][O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,9.530428470686545,0.2948299028341754,903.1629999999994,8.421800000000008,0.0833683687056799,5,9,True,low,red,low,red,True,yellow,0.0,red,180.29,903.1629999999994,8.421800000000008,False,-0.334,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,,0,green,aniline,1,yellow,high_dose,yellow,0.381,poor,0.125,0.667,0.25,0.5,0.5,5,8,2
CNCC(=O)N1CCC(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(N=C[C@H]5CC[C@](C)(O)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3OC)cc2)CC1,mutation,9.526251649811291,0.2976791042598314,983.1609999999996,8.968100000000005,0.0430240862343052,6,9,True,low,red,low,red,True,yellow,0.0,red,221.68999999999994,983.1609999999996,8.968100000000005,False,-0.663,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
C[C@]1(O)CC[C@H](CNc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCC5(CC4)CC(N4CCNC[C@@H]4c4ccccc4C4CC4)C5)cc3Oc3cnc4[nH]ccc4c3)cc2[N+][O-])CC1,mutation,9.522467524639255,0.3002841956824494,887.1199999999999,7.833600000000009,0.0725167256668625,5,10,True,low,red,low,red,True,yellow,0.0,red,189.07999999999998,887.1199999999999,7.833600000000009,False,-0.513,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,,0,green,aniline,1,yellow,high_dose,yellow,0.381,poor,0.125,0.667,0.25,0.5,0.5,5,8,2
COc1cc2c([N+](=O)[O-])cc1S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc3[nH]ccc3c1)N1CCC3(CC1)CC(C3)N1CC(C[C@H]1c1ccccc1C1CC1)C1COC(C)(C)CC1CN2,mutation,9.521202967328785,0.3011598226182268,916.1139999999994,8.937100000000004,0.1088850528166352,5,18,True,low,red,low,red,True,yellow,0.0,red,181.26,916.1139999999994,8.937100000000004,False,-0.263,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.25,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.5,0.375,0.5,0.25,6,9,0
CCc1ccccc1[C@@H]1CN(C)CCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@](C)(O)CC5)c([N+][O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,9.515983391773227,0.3048011549016122,889.1359999999994,7.860800000000009,0.0845935258293856,5,9,True,low,red,low,red,True,yellow,0.0,red,180.29,889.1359999999994,7.860800000000009,False,-0.42,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,,0,green,aniline,1,yellow,high_dose,yellow,0.381,poor,0.125,0.667,0.25,0.5,0.5,5,8,2
CN1CCN(C2CC3(CCN(c4ccc(C(=O)NS(=O)(=O)c5ccc(NC[C@H]6CC[C@](C)(O)CC6)c([N+]=O)c5)c(Oc5cnc6[nH]ccc6c5)c4)CC3)C2)[C@H](c2ccccc2C2CC2)C1,mutation,9.515886516056728,0.3048691528271049,901.1469999999996,8.17580000000001,0.0897737647275307,5,10,True,low,red,low,red,True,yellow,0.0,red,174.29999999999998,901.1469999999997,8.17580000000001,False,-0.312,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,aromatic_nitroso,1,yellow,aniline,1,yellow,high_dose,yellow,0.344,poor,0.125,0.667,0.25,0.5,0.375,5,9,1
CC(C)c1c(O)cccc1[C@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@@](O)(C(F)(F)F)CC5)c([N+][O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,9.51264500095238,0.3071531680171348,944.0899999999996,9.518200000000002,0.0705249651001234,5,9,True,low,red,low,red,True,yellow,0.0,red,197.28,944.0899999999996,9.518200000000002,False,-0.333,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,,0,green,aniline,1,yellow,high_dose,yellow,0.381,poor,0.125,0.667,0.25,0.5,0.5,5,8,2
CN(C)CCOC1CC(c2ccccc2C2CC2O)N(C2CC3(CCN(c4ccc(C(=O)NS(=O)(=O)c5ccc(NCC6CCOCC6)c([N+](=O)[O-])c5)c(Oc5c#nc6[nH]ccc6c5)c4)CC3)C2)C1,mutation,9.512339860588858,0.3073690532448858,962.1629999999994,7.011790000000008,0.0547074442064635,5,10,True,low,red,low,red,True,yellow,0.0,red,204.73,962.1629999999994,7.0117900000000075,False,-0.796,green,high,yellow,high,yellow,,0,low,green,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.356,poor,0.125,0.667,0.5,0.5,0.25,6,7,2
CN1CC=C(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5(N)CCN(C6COC6)CC5)c([N+]=O)c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)CC1,mutation,9.506122611909188,0.3118009169892948,922.1249999999994,7.539000000000008,0.0841853108482298,6,10,True,low,red,low,red,True,yellow,0.0,red,189.31999999999996,922.1249999999994,7.539000000000008,False,-0.561,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,aromatic_nitroso,1,yellow,aniline,1,yellow,high_dose,yellow,0.344,poor,0.125,0.667,0.25,0.5,0.375,5,9,1
CC(C)c1c(N)cccc1[C@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@@](O)(C(F)F)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,9.488765358261178,0.3245148997381114,941.1149999999996,9.272100000000002,0.0400987903239696,5,9,True,low,red,low,red,True,yellow,0.0,red,209.04999999999998,941.1149999999996,9.272100000000002,False,-0.489,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_amine,aromatic_nitroso",3,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
O=C(NS(=O)(=O)c1ccc(NCC2CCC(O)(C(F)F)CC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCC[C@H]2c2ccccc2C2CC2)C3)cc1Oc1ccc2[nH]ccc2c1,mutation,9.487713221114994,0.3253020340771161,923.0959999999995,10.0489,0.0621128041326759,5,10,True,low,red,low,red,True,yellow,0.15,red,170.14000000000001,923.0959999999995,10.0489,True,0.02,yellow,high,yellow,high,yellow,,0,low,green,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.341,poor,0.163,0.5,0.5,0.5,0.25,6,8,1
CC(C)c1ccccc1[C@H]1CNCN1C1CC2(CCN(c3ccc(CNS(=O)(=O)c4ccc(NC[C@H]5CC[C@@](O)(C(F)(F)F)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,9.485554879992776,0.3269227323539633,931.0949999999996,9.113800000000005,0.0530176817158727,5,9,True,low,red,low,red,True,yellow,0.0,red,177.98999999999998,931.0949999999997,9.113800000000003,False,-0.203,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
O=C1NS(=O)(=O)c2cc([N+](=O)[O-])c(NC[C@@H]3COCCO3)cc2C2CC2c2ccccc2[C@@H]2CCCN2C2CC3(CCN(CC3)c3ccc1c(Oc1cnc4[nH]ccc4c1)c3)C2,mutation,9.483301212614046,0.3286236290914346,860.0059999999996,7.380000000000009,0.114082901355487,5,14,True,low,red,low,red,True,yellow,0.0,red,181.26000000000002,860.0059999999996,7.380000000000009,False,-0.505,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.25,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.331,poor,0.125,0.667,0.375,0.5,0.25,6,8,1
CC(C)c1ccccc1[C@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@@](O)(C(F)F)CC5)c([N+]=O)c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,9.480609244301244,0.3306669242171454,910.1009999999995,9.5154,0.0841579887455638,5,9,True,low,red,low,red,True,yellow,0.0,red,171.05999999999997,910.1009999999995,9.515400000000001,False,-0.072,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,aromatic_nitroso,1,yellow,aniline,1,yellow,high_dose,yellow,0.319,poor,0.125,0.5,0.25,0.5,0.375,5,10,0
